Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-01-01,79.7661111111111,122.72527777777778,59.55416666666667,32.642291666666665,92.22003472222222,13.598923611111111,20.387604166666666,0.9627430555555555,28.797256944444445,0.32947916666666666,0.6813194444444445,,,0.2136458333333333,0.27496527777777774,,82.98451388888888,0.4867708333333333,121.65513888888889,,,25.107083333333335,760.0839236111111,-0.5010416666666667
2023-01-02,65.26791666666666,100.41211805555555,40.220416666666665,27.49361111111111,67.73173611111112,11.395277777777778,18.67329861111111,0.8933680555555555,24.59670138888889,0.303125,0.6346527777777778,,,0.1980208333333333,0.2624652777777778,,79.50170138888889,0.4404166666666667,139.54305555555555,,,23.135833333333334,760.0850694444445,-0.5030902777777778
2023-01-03,77.22159722222223,118.80402777777778,33.75875,31.605173611111113,65.38756944444445,10.918715277777778,17.352708333333336,0.9280555555555555,31.21857638888889,0.38423611111111106,0.7778125,,,0.24597222222222223,0.30114583333333333,,78.21777777777778,0.5702083333333333,134.3969097222222,,,26.988715277777775,760.0542013888889,-0.4979166666666666
2023-01-04,79.0240625,121.55746527777778,35.577326388888885,40.67972222222222,76.29097222222222,11.743125,19.118576388888886,0.7808680555555556,41.94368055555555,0.38284722222222217,0.7750694444444445,,,0.24493055555555554,0.29993055555555553,,76.0059375,0.5118055555555555,141.97979166666667,,,25.247083333333332,759.3883680555555,-0.49743055555555554
2023-01-05,67.05749999999999,103.16423611111111,6.44376811594203,38.564236111111114,44.66465277777778,8.964097222222222,17.419652777777777,0.808125,70.5579513888889,0.5197916666666667,1.0176388888888888,,,0.32538194444444446,0.3646875,,68.17420138888889,0.7177777777777777,200.293125,,,26.428854166666667,759.4569791666667,-0.4896875
2023-01-06,76.74243055555556,118.07909722222223,25.75545138888889,47.341145833333336,72.92121527777778,10.837256944444446,16.24864583333333,0.7486111111111112,53.29857638888888,0.6305555555555555,1.2127430555555556,,,0.39100694444444445,0.41704861111111113,,71.45423611111111,0.9951041666666667,187.27902777777777,,,25.595833333333335,760.4237499999999,-0.48333333333333334
2023-01-07,92.73916666666666,142.67211805555556,18.543854166666666,52.150277777777774,70.74722222222222,11.763645833333333,22.903263888888887,0.8446180555555555,40.98111111111111,0.4457291666666667,0.8849305555555556,,,0.28072916666666664,0.3297569444444444,,78.41597222222222,0.6818750000000001,165.89038194444444,,,24.90347222222222,760.0142361111111,-0.4934375
2023-01-08,127.46972222222223,196.05437500000002,18.477083333333333,42.59878472222223,61.096875000000004,10.28826388888889,21.974652777777777,0.8583333333333334,44.736979166666664,0.48256944444444444,0.9510416666666667,,,0.3040277777777778,0.3475,,77.68885416666667,0.7548611111111111,153.83038194444444,,,22.47673611111111,759.5265625000001,-0.4913888888888889
2023-01-09,89.41472222222222,137.5662152777778,24.688645833333336,45.37413194444445,70.11704861111112,9.629479166666668,18.80079861111111,1.0322222222222222,57.860347222222224,0.4750347222222222,0.9383680555555555,,,0.30020833333333335,0.3436458333333334,,66.86868055555556,0.7581597222222222,131.41232638888889,,,27.321770833333332,760.5263541666667,-0.49197916666666663
2023-01-10,96.6770138888889,148.73489583333333,18.25809027777778,46.87767361111111,65.17347222222223,9.367222222222223,18.50809027777778,0.9282638888888889,55.07503472222222,0.4297916666666666,0.8581944444444445,,,0.27315972222222223,0.3223611111111111,,68.61229166666666,0.6763194444444444,147.57635416666668,,,25.6590625,760.1717708333334,-0.49447916666666664
2023-01-11,89.88420138888888,138.30854166666666,17.647916666666664,42.625659722222224,60.44298611111111,9.014687499999999,16.430104166666666,0.9938194444444445,61.41940972222222,0.40586805555555555,0.8157638888888888,,,0.25875,0.3109722222222222,,73.72763888888889,0.6494444444444444,132.78190972222222,,,25.01295138888889,758.7909027777778,-0.49638888888888894
2023-01-12,77.36954861111111,119.02899305555555,18.423715277777777,35.20736111111111,53.70114583333333,8.688645833333334,16.475486111111113,1.0137152777777778,61.46982638888889,0.3353819444444444,0.6922222222222222,,,0.21743055555555557,0.2780902777777778,,73.02944444444445,0.4736805555555555,146.02368055555556,,,23.928229166666668,758.0169444444444,-0.5007291666666667
2023-01-13,83.76524305555556,128.88559027777777,37.96649305555555,30.965625,68.94940972222223,9.99638888888889,19.582430555555558,0.9112847222222222,43.20298611111111,0.3047222222222222,0.6382986111111111,,,0.1995486111111111,0.26291666666666663,,73.16243055555556,0.45309027777777783,153.53895833333334,,,24.912430555555556,758.3044097222222,-0.5021527777777778
2023-01-14,146.11656250000001,224.49173611111112,37.86354166666667,32.14524305555556,70.03128472222222,10.313368055555555,20.575555555555557,0.9514583333333334,40.50604166666667,0.3002777777777778,0.6304166666666666,,,0.19732638888888887,0.26131944444444444,,72.45305555555557,0.45642361111111107,133.92385416666667,,,20.7365625,758.3077777777777,-0.5029861111111111
2023-01-15,67.41239583333333,103.70680555555555,27.78222222222222,25.07482638888889,52.87607638888889,8.783715277777778,18.87097222222222,0.8291319444444444,42.80097222222222,0.31506944444444446,0.6557291666666666,,,0.2051736111111111,0.2684375,,74.669375,0.4594097222222222,117.51840277777778,,,24.02076388888889,757.9572569444445,-0.5017708333333334
2023-01-16,59.85225694444444,92.08364583333334,30.189756944444444,27.60388888888889,57.80902777777778,9.236215277777779,19.931562500000002,0.8703124999999999,48.183680555555554,0.33774305555555556,0.6962847222222223,,,0.21895833333333334,0.27913194444444445,,72.49559027777778,0.47465277777777776,148.954375,,,22.868368055555553,758.4302777777779,-0.5003819444444445
2023-01-17,55.39788194444444,85.22548611111111,22.011423611111113,24.049791666666668,46.07319444444445,7.696215277777778,19.41295138888889,0.8375347222222222,44.42319444444445,0.3121527777777778,0.6505902777777778,,,0.2040625,0.26677083333333335,,71.61180555555556,0.43840277777777775,163.5196875,,,25.2934375,758.9184722222222,-0.5020486111111111
2023-01-18,74.00690972222222,113.85506944444444,40.25170138888889,29.986215277777777,70.25517361111112,8.654652777777779,16.946388888888887,0.8033680555555556,49.921076388888885,0.2993402777777778,0.6276388888888889,,,0.1963541666666667,0.26059027777777777,,67.6613888888889,0.43468749999999995,158.07986111111111,,,27.881597222222222,759.8692013888889,-0.5028125
2023-01-19,81.34809027777779,125.14805555555556,26.27434782608696,29.943854166666668,55.12052083333333,7.342083333333334,17.322465277777777,0.9485069444444445,48.350277777777784,0.3413541666666666,0.7024652777777778,,,0.2207638888888889,0.2809027777777778,,64.73493055555555,0.4823263888888889,141.00204861111112,,,27.41395833333333,759.7525347222222,-0.5
2023-01-20,97.11045138888888,149.38961805555556,23.255104166666666,30.943680555555556,54.22493055555555,7.6291319444444445,18.046319444444446,1.0385416666666667,41.726736111111116,0.33736111111111106,0.695625,,,0.21836805555555558,0.2786111111111111,,75.90125,0.44579861111111113,153.24513888888887,,,27.459756944444447,759.1122222222222,-0.5009027777777778
2023-01-21,91.44565972222222,140.6861458333333,17.341145833333332,28.27638888888889,45.643680555555555,7.908472222222223,18.114166666666666,0.8573958333333334,50.04170138888889,0.49600694444444443,0.9747916666666666,,,0.31159722222222225,0.3536458333333334,,71.91333333333334,0.7712152777777778,160.6726736111111,,,28.84607638888889,758.4439583333333,-0.49114583333333334
2023-01-22,86.21656250000001,132.63833333333335,12.15607638888889,26.855,39.02444444444445,8.713125,17.334791666666664,0.8342708333333334,76.74322916666667,0.4128125,0.828125,,,0.2627777777777778,0.31451388888888887,,68.8848263888889,0.6211805555555555,177.79194444444445,,,29.915381944444444,758.0795138888889,-0.4955555555555555
2023-01-23,74.55451388888889,114.70222222222223,10.740694444444445,26.742430555555558,37.50263888888889,8.147152777777778,16.058611111111112,0.9110069444444444,45.68725694444444,0.4461458333333333,0.8872222222222222,,,0.2823611111111111,0.3301736111111111,,75.59256944444444,0.6491319444444444,170.21961805555557,,,22.728506944444447,757.3213888888889,-0.49416666666666664
2023-01-24,57.83604166666667,88.9792361111111,13.655347222222224,23.995208333333334,37.66399305555556,8.657673611111111,16.149131944444445,0.8078819444444445,56.821875,0.36246527777777776,0.7399305555555555,,,0.23381944444444444,0.29072916666666665,,69.83166666666666,0.4742013888888889,197.60447916666666,,,27.612638888888892,757.7032986111111,-0.4991666666666667
2023-01-25,90.93493055555557,139.8976388888889,22.108506944444443,27.046319444444446,49.15215277777778,9.297569444444445,18.759444444444444,0.9355555555555556,58.67190972222222,0.38666666666666666,0.7820833333333334,,,0.24711805555555555,0.3019444444444444,,69.88510416666666,0.5794791666666667,125.25645833333333,,,30.5275,757.7873263888888,-0.4970833333333333
2023-01-26,117.78173611111112,181.2692708333333,18.573090277777776,26.262256944444445,44.876354166666665,9.090069444444444,16.787534722222222,0.8759722222222223,60.68850694444444,0.42083333333333334,0.8423958333333333,,,0.26739583333333333,0.3185763888888889,,74.40277777777779,0.6675694444444443,144.94597222222222,,,26.988715277777782,757.6045486111111,-0.49579861111111106
2023-01-27,72.65975694444445,111.78555555555556,24.016909722222223,26.88416666666667,50.903124999999996,7.3147569444444445,17.45232638888889,0.7868402777777778,47.9478125,0.4014930555555556,0.8091666666666667,,,0.2564930555555555,0.30895833333333333,,67.63201388888889,0.6014583333333333,132.16149305555555,,,28.273750000000003,757.6378472222223,-0.496875
