Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-06-01,18.8,31.34,3.11,7.79,10.9,45.3,2.38,1.24,4.99,1.0,1.5,,,0.8,0.8,,78.09,1.56,59.84,,,103.26,749.78,-0.48
2024-06-02,21.49,35.82,2.77,7.94,10.73,36.4,2.13,1.25,6.55,1.0,1.5,,,0.8,0.8,,69.95,1.6,87.68,,,88.41,751.39,-0.48
2024-06-03,25.56,42.6,2.69,8.55,11.24,30.44,0.87,1.24,7.31,1.0,1.5,,,0.8,0.8,,78.6,1.42,163.69,,,70.84,752.27,-0.5
2024-06-04,21.45,35.76,4.83,10.5,15.41,35.14,1.88,1.23,7.31,1.0,1.5,,,0.8,0.8,,83.48,1.55,76.76,,,76.53,752.62,-0.49
2024-06-05,13.62,22.7,6.61,11.48,18.09,34.26,1.69,1.24,6.82,1.0,1.5,,,0.8,0.8,,88.29,1.52,86.37,,,58.62,753.09,-0.49
2024-06-06,13.62,22.7,8.84,12.95,21.8,35.44,3.49,1.24,7.37,1.0,1.5,,,0.8,0.8,,89.75,1.44,80.7,,,83.09,753.61,-0.5
2024-06-07,13.62,22.7,7.15,11.24,18.39,29.93,4.34,1.25,3.9,1.0,1.5,,,0.8,0.8,,94.05,1.49,73.46,,,57.74,752.9,-0.49
2024-06-08,13.62,22.7,5.31,9.21,14.52,25.97,3.52,1.24,4.95,1.0,1.5,,,0.8,0.8,,85.56,1.56,71.86,,,75.86,752.1,-0.49
2024-06-09,13.62,22.7,4.82,8.67,13.48,26.08,2.64,1.23,5.38,1.0,1.5,,,0.8,0.8,,78.35,1.61,73.94,,,60.95,751.53,-0.48
2024-06-10,13.62,22.7,6.96,11.89,18.67,33.13,2.62,1.24,7.5,1.0,1.5,,,0.8,0.8,,73.96,2.16,121.62,,,98.57,751.55,-0.45
2024-06-11,13.62,22.7,5.73,10.96,16.7,27.44,5.62,1.24,5.95,1.0,1.5,,,0.8,0.8,,68.8,2.09,121.65,,,97.58,751.56,-0.46
2024-06-12,13.62,22.7,8.15,11.9,20.05,36.32,4.73,1.25,5.07,1.0,1.5,,,0.8,0.8,,72.56,1.92,146.75,,,86.26,752.54,-0.47
2024-06-13,19.1,31.83,6.14,10.62,16.61,29.31,6.09,1.24,4.49,1.0,1.5,,,0.8,0.8,,73.08,1.93,125.62,,,59.77,752.73,-0.47
2024-06-14,15.08,25.12,3.76,8.03,11.79,21.43,5.47,1.25,4.49,1.0,1.5,,,0.8,0.8,,71.23,1.81,110.05,,,108.04,751.57,-0.48
2024-06-15,14.83,24.72,4.14,8.84,12.94,22.36,5.72,1.24,5.11,1.0,1.5,,,0.8,0.8,,76.06,1.74,92.04,,,41.97,751.15,-0.48
2024-06-16,15.02,25.03,3.23,7.52,10.77,20.19,4.75,1.24,6.35,1.0,1.5,,,0.8,0.8,,72.5,1.86,96.24,,,99.56,751.23,-0.47
2024-06-17,15.34,25.56,2.62,6.98,9.6,17.65,3.98,1.24,6.52,1.0,1.5,,,0.8,0.8,,73.83,1.76,90.44,,,106.53,751.6,-0.48
2024-06-18,15.39,25.65,4.32,8.9,12.94,22.72,4.42,1.25,5.88,1.0,1.5,,,0.8,0.8,,85.55,1.95,100.4,,,95.13,751.98,-0.47
2024-06-19,14.67,24.45,4.82,8.89,13.69,22.3,7.58,1.25,5.59,1.0,1.5,,,0.8,0.8,,89.01,1.75,105.02,,,80.9,751.4,-0.48
2024-06-20,14.54,24.23,3.37,7.78,11.16,19.84,3.56,1.24,5.43,1.0,1.5,,,0.8,0.8,,80.1,1.87,115.63,,,89.89,751.18,-0.47
2024-06-21,14.55,24.25,4.2,8.11,12.31,20.49,2.37,1.24,5.05,1.0,1.5,,,0.8,0.8,,76.35,2.17,101.52,,,92.68,750.8,-0.46
2024-06-22,14.75,24.58,4.1,8.2,12.29,19.99,2.38,1.25,5.26,1.0,1.5,,,0.8,0.8,,74.68,1.74,108.05,,,96.06,749.33,-0.48
2024-06-23,14.69,24.49,4.58,9.8,14.38,22.09,2.78,1.24,6.15,1.0,1.5,,,0.8,0.8,,76.0,1.72,93.92,,,79.02,748.95,-0.48
2024-06-24,14.5,24.17,3.47,7.96,11.31,18.01,2.88,1.24,5.67,1.0,1.5,,,0.8,0.8,,71.83,1.73,91.03,,,76.55,748.85,-0.48
2024-06-25,14.83,24.71,2.99,7.17,10.16,16.63,3.39,1.24,5.59,1.0,1.5,,,0.8,0.8,,68.43,1.83,107.09,,,62.29,748.48,-0.48
2024-06-26,14.9,24.84,3.36,6.94,10.3,16.61,3.45,1.24,5.13,1.0,1.5,,,0.8,0.8,,71.27,1.69,107.41,,,45.66,748.96,-0.48
2024-06-27,14.9,24.82,3.43,7.84,11.31,17.55,3.73,1.24,4.54,1.0,1.5,,,0.8,0.8,,62.96,1.8,109.98,,,34.61,750.07,-0.48
2024-06-28,15.12,25.21,2.97,6.84,9.8,15.78,4.11,1.24,5.68,1.0,1.5,,,0.8,0.8,,63.35,1.94,90.41,,,80.71,750.74,-0.47
2024-06-29,14.55,24.25,5.01,9.1,13.64,21.07,4.24,1.24,6.1,1.0,1.5,,,0.8,0.8,,75.55,1.54,86.01,,,56.47,751.32,-0.49
2024-06-30,14.53,24.22,2.38,5.99,8.37,13.56,4.08,1.24,5.82,1.0,1.5,,,0.8,0.8,,84.54,1.5,86.3,,,28.47,752.29,-0.49
2024-07-01,15.13,25.22,3.55,7.0,10.56,17.12,3.3,1.24,4.59,1.0,1.5,,,0.8,0.8,,83.7,1.46,97.12,,,40.61,752.33,-0.5
2024-07-02,14.7,24.5,3.05,6.68,8.89,16.75,1.27,1.24,5.6,1.0,1.5,,,0.8,0.8,,69.71,1.79,98.43,,,59.27,750.89,-0.48
2024-07-03,14.47,24.1,3.13,6.98,9.9,16.75,1.64,1.24,5.34,1.0,1.5,,,0.8,0.8,,72.24,1.71,97.96,,,55.9,751.22,-0.48
2024-07-04,14.41,24.01,3.96,8.33,12.29,18.47,1.51,1.24,4.94,1.0,1.5,,,0.8,0.8,,81.17,1.62,90.93,,,45.29,752.22,-0.49
2024-07-05,15.58,25.96,3.04,7.33,10.37,16.2,2.67,1.24,5.14,1.0,1.5,,,0.8,0.8,,78.19,1.61,76.71,,,53.24,750.88,-0.49
2024-07-06,19.87,33.11,4.95,8.4,12.89,18.66,1.63,1.24,3.58,1.0,1.5,,,0.8,0.8,,93.1,1.45,95.24,,,19.49,751.37,-0.5
2024-07-07,29.27,48.79,6.9,10.93,17.26,23.43,1.19,1.23,5.14,1.0,1.5,,,0.8,0.8,,81.23,1.56,113.0,,,44.23,750.96,-0.49
2024-07-08,43.39,72.32,4.38,8.29,12.68,17.25,4.16,1.24,5.49,1.0,1.5,,,0.8,0.8,,84.09,1.52,106.8,,,35.9,750.41,-0.5
2024-07-09,49.29,82.16,3.95,7.67,11.61,15.6,2.57,1.24,5.28,1.0,1.5,,,0.8,0.8,,82.41,1.47,96.01,,,30.05,751.5,-0.5
2024-07-10,39.87,66.42,2.87,6.96,9.83,13.49,1.01,1.24,5.67,1.0,1.5,,,0.8,0.8,,76.3,1.5,81.75,,,42.91,752.58,-0.49
2024-07-11,75.16,126.34,4.29,7.98,12.25,15.39,1.71,1.24,5.65,1.0,1.5,,,0.8,0.8,,94.76,1.51,105.41,,,20.56,752.97,-0.5
2024-07-12,42.12,70.16,3.5,7.22,10.46,13.07,6.04,1.24,5.4,1.0,1.5,,,0.8,0.8,,84.48,1.58,86.86,,,48.23,750.99,-0.49
2024-07-13,55.41,92.32,4.33,7.55,11.87,13.94,10.08,1.24,5.51,1.0,1.5,,,0.8,0.8,,89.69,1.61,114.61,,,31.71,750.98,-0.49
2024-07-14,44.76,74.66,4.77,7.94,12.36,14.35,9.07,1.23,5.49,1.0,1.5,,,0.8,0.8,,93.57,1.4,127.97,,,13.88,750.14,-0.5
2024-07-15,60.93,101.58,4.34,7.06,11.4,12.44,6.15,1.24,6.25,1.0,1.5,,,0.8,0.8,,92.04,1.57,112.5,,,17.22,749.7,-0.49
2024-07-16,50.46,84.23,3.12,6.11,7.37,9.17,1.23,1.23,5.45,1.0,1.5,,,0.8,0.8,,83.04,1.81,112.05,,,25.73,749.49,-0.48
2024-07-17,71.49,89.87,3.23,6.29,9.52,9.39,1.91,1.24,5.77,1.0,1.5,,,0.8,0.8,,75.77,1.84,107.71,,,29.99,749.98,-0.48
2024-07-18,68.99,114.9,3.95,6.8,10.74,10.74,4.06,1.24,5.34,1.0,1.5,,,0.8,0.8,,77.81,1.77,113.85,,,20.74,750.09,-0.48
2024-07-19,60.14,100.3,4.72,7.48,12.2,12.29,3.43,1.24,4.78,1.0,1.5,,,0.8,0.8,,77.8,2.17,112.2,,,32.08,749.58,-0.46
2024-07-20,87.88,146.41,4.27,7.29,11.56,11.33,2.82,1.24,5.4,1.0,1.5,,,0.8,0.8,,69.51,1.64,116.42,,,29.87,749.9,-0.49
2024-07-21,81.71,136.19,3.71,6.71,10.42,9.89,1.48,1.24,4.6,1.0,1.5,,,0.8,0.8,,62.09,1.83,108.41,,,37.89,750.33,-0.48
2024-07-22,106.01,176.54,4.59,7.62,10.41,12.32,4.72,1.24,5.06,1.0,1.5,,,0.8,0.8,,60.78,1.68,103.51,,,26.79,751.68,-0.49
2024-07-23,76.49,127.35,3.24,6.63,8.61,8.59,6.25,1.25,5.51,1.0,1.5,,,0.8,0.8,,65.28,1.89,118.29,,,37.72,752.36,-0.47
2024-07-24,50.44,84.07,3.58,6.87,10.47,9.08,2.72,1.24,4.96,1.0,1.5,,,0.8,0.8,,64.51,2.19,117.9,,,47.82,750.98,-0.46
2024-07-25,65.23,108.67,3.47,6.53,10.01,8.44,1.73,1.24,6.07,1.0,1.5,,,0.8,0.8,,62.63,1.99,117.24,,,31.81,749.75,-0.47
2024-07-26,82.61,137.68,3.39,6.54,9.94,8.28,1.8,1.24,5.92,1.0,1.5,,,0.8,0.8,,62.77,2.19,117.37,,,39.71,749.74,-0.46
2024-07-27,77.35,128.9,7.73,10.3,18.03,18.31,2.8,1.24,4.99,1.0,1.5,,,0.8,0.8,,57.52,2.4,116.9,,,40.89,749.6,-0.45
2024-07-28,101.48,169.09,3.53,6.4,9.94,7.96,3.13,1.23,4.93,1.0,1.5,,,0.8,0.8,,51.06,1.91,111.88,,,38.84,748.93,-0.47
2024-07-29,80.53,134.21,2.91,5.95,8.86,6.52,2.2,1.24,4.86,1.0,1.5,,,0.8,0.8,,62.33,1.76,96.51,,,34.76,748.66,-0.48
2024-07-30,94.46,99.81,3.66,6.85,10.39,8.61,2.72,1.24,4.16,1.0,1.5,,,0.8,0.8,,70.65,1.57,151.69,,,47.41,750.52,-0.49
2024-07-31,88.32,147.18,2.66,5.71,8.37,5.69,3.23,1.23,4.82,1.0,1.5,,,0.8,0.8,,59.31,1.87,101.87,,,34.7,751.63,-0.48
2024-08-01,92.01,153.36,2.45,5.53,7.98,5.14,2.26,1.24,4.38,1.0,1.5,,,0.8,0.8,,62.39,1.86,104.98,,,42.58,751.47,-0.48
2024-08-02,88.57,147.6,3.12,6.01,9.13,6.63,3.51,1.24,4.38,1.0,1.5,,,0.8,0.8,,68.44,1.63,121.18,,,28.23,751.82,-0.49
2024-08-03,92.84,154.86,2.78,5.57,8.35,5.67,2.47,1.24,4.4,1.0,1.5,,,0.8,0.8,,71.0,1.82,123.74,,,35.46,752.59,-0.48
2024-08-04,78.35,130.63,2.85,5.14,8.2,6.03,7.21,1.24,5.54,1.0,1.5,,,0.8,0.8,,87.61,1.48,117.49,,,31.86,753.23,-0.5
2024-08-05,93.33,157.1,2.83,4.93,5.72,5.72,5.73,1.24,5.67,1.0,1.5,,,0.8,0.8,,95.38,1.49,130.65,,,19.91,753.89,-0.5
2024-08-06,88.81,147.96,2.58,4.94,6.46,5.13,6.7,1.24,4.5,1.0,1.5,,,0.8,0.8,,88.06,1.47,148.89,,,35.05,752.64,-0.5
2024-08-07,90.05,149.99,2.76,5.12,7.88,5.58,7.17,1.23,4.0,1.0,1.5,,,0.8,0.8,,93.1,1.42,157.6,,,21.43,753.06,-0.5
2024-08-08,67.68,117.76,2.55,4.87,7.42,5.0,8.9,1.24,4.63,1.0,1.5,,,0.8,0.8,,89.58,1.42,127.4,,,28.19,753.3,-0.5
2024-08-09,92.19,153.58,2.22,4.54,6.76,4.11,5.54,1.23,5.52,1.0,1.5,,,0.8,0.8,,89.75,1.49,166.09,,,25.58,753.38,-0.5
2024-08-10,90.42,150.73,2.58,5.15,7.7,5.25,4.92,1.23,6.2,1.0,1.5,,,0.8,0.8,,88.08,1.35,149.41,,,28.72,753.15,-0.5
2024-08-11,74.0,123.33,2.31,4.91,7.22,4.42,5.02,1.24,5.9,1.0,1.5,,,0.8,0.8,,80.7,1.37,146.37,,,31.02,751.46,-0.5
2024-08-12,110.17,183.93,2.29,4.73,6.65,4.32,5.28,1.24,6.65,1.0,1.5,,,0.8,0.8,,88.39,1.54,124.94,,,32.94,751.52,-0.49
2024-08-13,107.17,178.72,2.79,4.91,7.7,5.05,8.16,1.25,4.13,1.0,1.5,,,0.8,0.8,,90.16,1.53,53.36,,,22.5,751.95,-0.5
2024-08-14,109.08,181.81,2.91,4.8,5.88,5.04,7.4,1.24,4.39,1.0,1.5,,,0.8,0.8,,88.88,1.27,98.29,,,28.21,751.55,-0.5
2024-08-15,117.21,168.6,2.35,4.24,6.25,3.57,4.56,1.24,4.91,1.0,1.5,,,0.8,0.8,,89.81,1.55,52.2,,,29.36,751.07,-0.49
2024-08-16,154.19,118.29,3.03,4.72,7.74,5.46,6.28,1.24,4.08,1.0,1.5,,,0.8,0.8,,88.73,1.53,43.59,,,25.38,750.53,-0.49
2024-08-17,171.26,117.06,2.61,4.61,7.23,4.41,6.46,1.24,5.3,1.0,1.5,,,0.8,0.8,,89.6,1.44,60.52,,,26.44,751.14,-0.49
2024-08-18,184.98,161.84,2.34,4.58,6.92,3.81,9.08,1.24,5.45,1.0,1.5,,,0.8,0.8,,84.31,1.42,79.17,,,28.19,751.51,-0.5
2024-08-19,60.56,70.6,2.4,4.61,7.01,3.93,4.9,1.24,4.91,1.0,1.5,,,0.8,0.8,,88.99,1.52,51.84,,,25.46,751.41,-0.5
2024-08-20,70.36,117.14,2.58,4.6,6.4,4.26,7.52,1.24,5.09,1.0,1.5,,,0.8,0.8,,86.95,1.48,66.75,,,27.23,751.58,-0.49
2024-08-21,50.47,91.66,2.74,4.64,7.06,4.47,6.84,1.24,5.61,1.0,1.5,,,0.8,0.8,,85.57,1.47,65.08,,,30.8,752.52,-0.49
2024-08-22,16.47,49.19,2.78,5.1,7.69,5.67,13.2,1.23,4.2,0.73,1.14,,,0.65,0.71,,78.01,1.49,78.2,,,27.75,753.24,-0.49
2024-08-23,9.8,24.51,1.87,3.9,5.21,3.2,2.48,0.04,5.57,0.27,0.44,,,0.34,0.28,,82.44,1.47,68.92,,,23.42,753.28,-0.49
2024-08-24,10.15,25.29,2.1,4.13,4.5,3.31,3.33,0.27,6.43,0.33,0.36,,,0.35,0.3,,77.13,1.61,85.86,,,26.84,753.36,-0.49
2024-08-25,9.71,24.28,2.88,4.73,7.48,5.41,5.76,0.18,5.01,0.29,0.32,,,0.27,0.28,,62.66,2.01,106.43,,,37.17,752.87,-0.47
2024-08-26,8.16,20.43,3.25,5.37,8.61,6.69,3.08,0.18,4.95,0.27,0.45,,,0.31,0.26,,63.37,1.89,100.79,,,35.57,752.21,-0.47
2024-08-27,9.89,24.72,2.08,3.96,4.76,3.51,1.89,0.28,6.36,0.29,0.41,,,0.36,0.31,,73.57,1.68,105.5,,,19.67,753.13,-0.49
2024-08-28,9.19,22.98,3.05,4.67,7.32,5.67,1.5,0.22,4.54,0.36,0.36,,,0.3,0.3,,88.81,1.44,118.59,,,12.13,753.97,-0.5
2024-08-29,8.53,21.32,2.77,4.67,7.45,5.04,2.0,0.16,4.27,0.25,0.38,,,0.23,0.27,,74.66,1.73,112.39,,,23.4,751.86,-0.48
2024-08-30,9.54,23.85,2.03,4.52,6.55,7.67,2.25,0.46,5.25,0.22,0.29,,,0.34,0.27,,80.88,1.63,125.62,,,13.55,751.88,-0.49
2024-08-31,7.36,18.39,3.54,5.4,8.94,,3.9,0.17,4.23,0.24,0.34,,,0.31,0.33,,81.0,1.82,126.42,,,25.18,751.54,-0.48
2024-09-01,8.21,20.53,2.46,4.48,6.94,,4.26,0.05,5.09,0.22,0.32,,,0.36,0.26,,72.14,1.66,118.36,,,20.0,750.9,-0.49
2024-09-02,8.55,21.38,1.89,4.25,6.14,,4.15,0.1,5.48,0.29,0.46,,,0.32,0.24,,77.7,1.55,90.54,,,29.02,751.23,-0.49
2024-09-03,8.68,21.61,2.16,4.66,6.82,,4.82,0.27,3.53,0.22,0.33,,,0.23,0.34,,89.26,1.45,155.24,,,20.4,752.6,-0.5
2024-09-04,9.51,23.77,5.0,7.76,12.0,,5.97,0.21,4.51,0.25,0.47,,,0.35,0.31,,88.38,1.36,169.53,,,22.17,752.77,-0.5
2024-09-05,10.04,25.11,2.11,4.57,6.66,,5.47,0.05,6.49,0.26,0.35,,,0.3,0.3,,75.98,1.55,141.5,,,29.01,751.25,-0.49
2024-09-06,9.65,24.12,2.81,4.98,7.79,,5.49,0.26,6.14,0.34,0.36,,,0.28,0.34,,86.92,1.43,144.39,,,18.03,751.98,-0.5
2024-09-07,9.16,22.89,2.98,4.93,7.74,,4.93,0.04,7.44,0.26,0.37,,,0.27,0.35,,81.11,1.5,149.66,,,21.0,752.34,-0.5
2024-09-08,7.92,19.79,2.5,4.52,7.02,,3.25,0.14,5.4,0.3,0.39,,,0.36,0.32,,82.65,1.52,116.59,,,13.81,752.68,-0.5
2024-09-09,9.16,22.89,2.31,4.4,6.63,,2.22,0.13,3.06,0.29,0.38,,,0.4,0.29,,77.99,1.57,101.13,,,18.43,751.11,-0.49
2024-09-10,10.07,25.18,2.26,4.25,6.51,,2.32,0.11,2.49,0.27,0.42,,,0.35,0.29,,70.48,2.05,100.06,,,32.08,750.58,-0.46
2024-09-11,9.84,24.59,2.06,4.24,6.3,,1.95,0.3,4.38,0.23,0.37,,,0.31,0.3,,70.43,1.74,89.76,,,21.02,752.23,-0.48
2024-09-12,9.98,24.96,2.25,4.51,6.76,,1.51,0.13,7.63,0.26,0.5,,,0.31,0.29,,73.4,1.81,100.49,,,23.5,752.97,-0.48
2024-09-13,9.49,23.74,3.11,5.39,8.41,,1.6,0.35,9.43,0.29,0.48,,,0.32,0.37,,73.36,1.47,119.88,,,27.7,752.55,-0.5
2024-09-14,8.86,22.15,2.01,4.1,5.26,,1.3,0.1,14.9,0.26,0.39,,,0.32,0.3,,72.98,1.43,118.31,,,34.53,751.98,-0.49
2024-09-15,8.73,21.83,2.42,4.45,6.88,,1.03,0.1,3.78,0.23,0.31,,,0.3,0.3,,73.87,1.47,99.91,,,36.65,751.8,-0.49
2024-09-16,8.7,21.74,2.22,4.07,6.01,,1.02,0.11,3.46,0.16,0.39,,,0.28,0.25,,63.49,1.43,111.09,,,30.14,751.89,-0.49
2024-09-17,8.32,20.81,2.12,4.25,6.37,,0.91,0.13,3.58,0.23,0.4,,,0.35,0.27,,69.05,1.49,103.69,,,30.62,751.54,-0.49
2024-09-18,8.92,22.3,2.25,4.42,5.0,,1.03,0.11,4.67,0.3,0.3,,,0.27,0.38,,68.04,1.47,134.56,,,32.91,750.98,-0.49
2024-09-19,10.17,27.34,2.32,4.56,6.62,,1.21,0.07,3.48,0.27,0.38,,,0.3,0.26,,71.97,1.36,178.76,,,17.53,751.8,-0.5
2024-09-20,,32.66,1.93,4.28,5.16,,1.5,0.14,4.64,0.26,0.4,,,0.29,0.33,,73.47,1.36,137.06,,,25.25,751.14,-0.5
2024-09-21,,21.44,2.29,4.62,6.84,,1.98,0.16,4.56,0.26,0.46,,,0.33,0.28,,87.15,1.37,191.63,,,21.62,752.15,-0.5
2024-09-22,,21.44,2.25,4.4,6.65,,1.6,0.11,4.28,0.28,0.46,,,0.32,0.29,,86.2,1.4,170.86,,,14.12,751.14,-0.5
2024-09-23,21.03,38.33,2.51,5.23,7.73,13.46,1.81,0.09,4.78,0.27,0.54,,,0.3,0.24,,82.87,1.56,140.23,,,24.36,750.6,-0.49
2024-09-24,30.7,72.46,3.58,9.47,13.05,22.91,1.95,0.11,3.75,0.35,0.38,,,0.3,0.23,,90.22,1.51,133.12,,,25.0,750.59,-0.5
2024-09-25,28.75,67.94,2.37,8.51,10.73,20.02,6.96,0.36,6.89,0.36,0.34,,,0.23,0.29,,84.96,1.5,144.58,,,24.82,750.62,-0.49
2024-09-26,24.43,83.7,2.55,9.36,11.91,23.1,4.2,0.24,23.13,0.37,0.37,,,0.31,0.28,,92.99,1.31,224.38,,,18.59,751.78,-0.51
2024-09-27,29.12,94.62,2.28,9.24,10.89,22.71,4.12,0.13,7.79,0.23,0.34,,,0.28,0.36,,92.62,1.37,152.34,,,17.88,753.31,-0.51
2024-09-28,27.64,110.0,2.47,9.47,11.94,23.48,4.12,0.08,7.35,0.26,0.36,,,0.27,0.28,,93.38,1.39,117.4,,,21.62,754.4,-0.5
2024-09-29,18.44,65.39,3.4,9.42,13.27,24.5,4.13,0.2,12.63,0.32,0.3,,,0.3,0.29,,90.38,1.43,106.97,,,22.8,755.18,-0.5
2024-09-30,19.09,62.1,2.41,9.33,11.0,23.55,4.13,0.11,12.69,0.21,0.41,,,0.31,0.27,,88.68,1.46,71.33,,,24.16,755.18,-0.5
2024-10-01,23.59,65.86,2.48,9.79,10.57,24.41,4.78,0.62,12.84,0.18,0.31,,,0.28,0.29,,88.04,1.47,58.98,,,23.91,753.78,-0.5
2024-10-02,23.52,68.67,2.23,9.34,9.81,23.45,5.51,0.91,10.61,0.27,0.39,,,0.28,0.24,,79.95,1.56,80.81,,,30.04,753.3,-0.49
2024-10-03,36.42,83.31,2.6,9.72,10.16,24.17,5.45,1.29,9.57,0.19,0.41,,,0.28,0.28,,76.69,1.45,142.96,,,19.69,753.12,-0.5
2024-10-04,18.36,135.31,,,,,6.28,0.86,13.05,0.07,0.95,,,0.88,0.3,,90.77,1.36,214.94,,,1.81,754.22,-0.5
2024-10-05,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-06,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-08,30.08,,1.98,8.56,10.53,,4.04,1.25,,0.17,1.18,,,0.35,,,,1.25,206.04,,,18.71,,-0.5
2024-10-09,49.95,93.19,2.98,8.7,11.69,,4.34,2.56,8.08,0.48,,,,0.23,,,,1.32,170.31,,,,,
2024-10-10,36.8,61.34,2.17,8.4,9.23,23.52,4.3,1.27,7.34,0.46,,,,0.32,,,,1.3,221.48,,,,,
2024-10-11,55.89,93.15,2.18,8.7,10.7,22.83,4.2,0.53,8.42,0.43,,,,0.31,,,,1.17,154.63,,,,,
2024-10-12,33.18,55.3,2.49,9.23,11.72,24.19,4.53,0.46,8.12,0.59,,,,0.42,,,,1.31,174.97,,,,,
2024-10-13,36.09,60.15,2.02,9.02,11.04,23.34,4.58,0.43,8.82,0.46,,,,0.4,,,,1.27,218.7,,,,,
2024-10-14,33.64,56.07,2.19,9.21,11.25,23.63,4.46,0.55,6.49,0.52,,,,0.34,,,,1.34,204.36,,,,,
2024-10-15,27.25,45.41,2.07,9.27,8.56,23.81,4.15,0.51,5.3,0.42,,,,0.35,,,,1.32,203.77,,,,,
2024-10-16,22.8,38.0,2.24,9.36,11.6,24.23,4.18,0.42,5.85,0.41,,,,0.38,,,,1.4,140.63,,,,,
2024-10-17,55.93,98.75,4.32,9.12,12.96,23.37,4.2,0.5,7.99,0.38,,,,0.29,,,,1.3,152.71,,,,,
2024-10-18,55.12,106.11,5.32,9.44,14.76,23.98,4.2,0.5,7.88,0.4,,,,0.37,,,,1.35,170.22,,,,,
2024-10-19,59.59,113.62,5.49,9.49,14.98,24.29,4.2,0.55,8.01,0.38,,,,0.37,,,,1.29,212.9,,,,,
2024-10-20,55.58,106.88,5.16,9.27,14.43,23.62,4.2,0.52,8.27,0.39,,,,0.35,,,,1.29,227.56,,,,,
2024-10-21,50.52,97.61,5.72,9.61,13.37,24.8,4.2,0.49,8.81,0.44,,,,0.42,,,,1.21,191.49,,,,,
2024-10-22,64.13,121.67,5.7,9.59,15.28,24.73,4.2,0.48,8.95,0.34,,,,0.33,,,,1.26,197.52,,,,,
2024-10-23,75.5,134.66,5.6,10.05,15.8,24.84,7.05,1.08,7.68,0.43,,,,0.49,,,,1.3,201.26,,,,,
2024-10-24,79.33,132.24,5.76,13.37,19.12,14.48,9.75,1.31,6.38,0.37,,,,0.39,,,,1.39,161.02,,,,,
2024-10-25,70.64,117.74,5.69,13.46,19.15,11.45,7.35,0.33,5.25,0.37,,,,0.44,,,,1.42,114.61,,,,,
2024-10-26,78.04,130.07,5.64,13.47,19.11,11.38,11.77,0.43,5.19,0.35,,,,0.54,,,,1.36,152.12,,,,,
2024-10-27,85.44,142.41,6.04,13.71,19.76,12.26,12.0,0.34,3.56,0.3,,,,0.43,,,,1.35,177.95,,,,,
2024-10-28,103.01,171.69,5.87,13.68,19.56,11.94,12.3,0.41,3.02,0.32,,,,0.39,,,,1.38,122.01,,,,,
2024-10-29,73.95,123.25,6.62,13.83,20.45,13.14,8.95,0.69,4.05,0.38,,,,0.3,,,,1.35,139.8,,,,,
2024-10-30,108.56,180.93,6.1,13.63,19.73,12.19,10.06,1.02,2.98,0.38,,,,0.31,,,,1.35,165.27,,,,,
2024-10-31,144.09,207.69,13.36,27.11,40.47,13.68,13.25,1.15,5.11,0.37,,,,0.32,,,,1.31,220.24,,,,,
2024-11-01,63.51,150.2,11.0,23.61,34.61,11.89,10.17,0.61,5.44,0.39,,,,0.3,,,,1.27,225.92,,,,,
2024-11-02,42.94,94.5,10.92,23.56,34.49,12.14,12.82,0.52,5.03,0.29,,,,0.29,,,,1.29,214.24,,,,,
2024-11-03,46.35,102.32,10.96,23.6,34.56,12.32,12.17,0.83,5.5,0.42,,,,0.35,,,,1.28,224.9,,,,,
2024-11-04,39.13,86.38,9.51,23.1,32.59,12.1,13.46,0.75,9.18,0.42,,,,0.33,,,,1.3,230.28,,,,,
2024-11-05,66.51,146.83,10.25,23.64,33.87,12.38,13.72,0.83,9.81,0.36,,,,0.35,,,,1.35,230.58,,,,,
2024-11-06,64.33,142.0,11.43,24.3,35.73,13.83,13.44,0.54,8.93,0.25,,,,0.28,,,,1.38,214.02,,,,,
2024-11-07,32.97,72.83,11.31,24.21,35.53,13.69,12.12,0.84,11.28,0.4,,,,0.3,,,,1.31,210.69,,,,,
2024-11-08,42.89,94.69,11.22,24.06,35.28,13.41,10.16,0.56,9.02,0.37,,,,0.33,,,,1.33,233.86,,,,,
2024-11-09,55.65,122.85,11.06,24.06,35.12,13.02,10.13,0.59,5.5,0.3,,,,0.33,,,,1.34,220.6,,,,,
2024-11-10,64.97,143.42,11.05,24.07,35.12,13.02,9.86,0.84,8.52,0.32,,,,0.33,,,,1.36,225.65,,,,,
2024-11-11,77.75,148.95,10.63,23.9,34.53,12.28,11.68,0.91,8.63,0.4,,,,0.35,,,,1.26,218.31,,,,,
2024-11-12,45.7,73.24,11.13,24.2,35.33,13.61,13.18,0.41,4.69,0.34,,,,0.32,,,,1.31,224.84,,,,,
