Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-07-02 00:00:00,21.77,66.83,9.73,23.14,25.88,15.10,12.19,1.01,34.08,0.28,NA,NA,NA,0.28,NA,NA,NA,1.00,221.58,NA,NA,NA,NA,NA
2025-07-03 00:00:00,10.31,50.07,9.39,17.82,26.86,16.34,12.25,0.86,78.62,0.37,NA,NA,NA,0.30,NA,NA,NA,0.74,215.64,NA,NA,NA,NA,NA
2025-07-04 00:00:00,10.31,50.08,13.03,23.01,36.04,13.51,12.26,1.18,22.06,0.35,NA,NA,NA,0.31,NA,NA,NA,1.06,219.83,NA,NA,NA,NA,NA
2025-07-05 00:00:00,10.34,50.31,12.60,21.46,31.40,16.83,12.29,1.38,13.32,0.48,NA,NA,NA,0.30,NA,NA,NA,1.19,227.04,NA,NA,NA,NA,NA
2025-07-06 00:00:00,10.31,50.04,1.87,19.37,5.19,16.16,12.26,0.79,15.93,0.31,NA,NA,NA,0.26,NA,NA,NA,1.77,228.19,NA,NA,NA,NA,NA
2025-07-07 00:00:00,10.25,49.64,9.41,22.15,31.44,15.41,12.30,0.75,18.92,0.36,NA,NA,NA,0.32,NA,NA,NA,1.50,228.76,NA,NA,NA,NA,NA
2025-07-08 00:00:00,10.28,49.84,9.72,19.23,27.24,16.83,12.33,0.95,31.93,0.39,NA,NA,NA,0.30,NA,NA,NA,1.19,215.15,NA,NA,NA,NA,NA
2025-07-09 00:00:00,10.26,49.71,5.71,16.63,22.34,17.64,12.25,1.33,48.28,0.42,NA,NA,NA,0.32,NA,NA,NA,0.90,175.17,NA,NA,NA,NA,NA
2025-07-10 00:00:00,10.25,49.65,11.53,17.24,24.86,17.62,12.27,1.10,54.70,0.39,NA,NA,NA,0.30,NA,NA,NA,0.81,192.37,NA,NA,NA,NA,NA
2025-07-11 00:00:00,10.30,50.03,9.39,16.54,25.93,19.10,12.34,1.31,29.42,0.41,NA,NA,NA,0.27,NA,NA,NA,0.84,200.04,NA,NA,NA,NA,NA
2025-07-12 00:00:00,10.33,50.22,11.30,18.34,28.07,16.63,12.23,1.41,28.41,0.29,NA,NA,NA,0.32,NA,NA,NA,0.84,207.94,NA,NA,NA,NA,NA
2025-07-13 00:00:00,10.30,50.04,14.21,17.19,31.40,24.13,12.22,0.85,24.00,0.32,NA,NA,NA,0.26,NA,NA,NA,0.87,201.88,NA,NA,NA,NA,NA
2025-07-14 00:00:00,10.29,49.95,14.41,15.74,30.15,16.86,12.28,0.84,68.27,0.40,NA,NA,NA,0.31,NA,NA,NA,1.02,205.92,NA,NA,NA,NA,NA
2025-07-15 00:00:00,10.32,50.16,8.20,15.33,23.54,18.28,12.32,0.87,54.30,0.33,NA,NA,NA,0.38,NA,NA,NA,0.93,190.93,NA,NA,NA,NA,NA
2025-07-16 00:00:00,18.01,57.32,8.35,15.20,18.25,18.44,12.22,0.61,37.90,0.82,NA,NA,NA,0.66,NA,NA,NA,0.82,190.39,NA,NA,NA,NA,NA
2025-07-17 00:00:00,NA,NA,10.84,15.57,26.41,16.13,12.15,3.93,5.36,1.00,NA,NA,NA,0.80,NA,NA,NA,1.28,223.76,NA,NA,NA,NA,NA
2025-07-18 00:00:00,32.76,79.29,10.58,15.92,26.18,18.25,12.26,3.58,9.62,0.59,NA,NA,NA,0.39,NA,NA,NA,0.64,202.88,NA,NA,NA,NA,NA
2025-07-19 00:00:00,14.58,54.54,13.19,16.75,29.94,16.46,12.28,0.60,6.88,0.44,NA,NA,NA,0.31,NA,NA,NA,0.69,223.77,NA,NA,NA,NA,NA
2025-07-20 00:00:00,10.32,50.14,7.85,17.31,22.31,17.20,12.28,1.31,7.99,0.43,NA,NA,NA,0.34,NA,NA,NA,1.14,218.89,NA,NA,NA,NA,NA
2025-07-21 00:00:00,10.32,50.16,14.40,17.69,32.08,21.29,12.31,1.63,7.37,0.44,NA,NA,NA,0.33,NA,NA,NA,0.81,233.27,NA,NA,NA,NA,NA
2025-07-22 00:00:00,10.28,49.90,11.82,16.21,19.19,17.99,12.28,1.55,7.59,0.36,NA,NA,NA,0.35,NA,NA,NA,1.13,220.36,NA,NA,NA,NA,NA
2025-07-23 00:00:00,26.08,80.27,9.11,18.05,27.16,20.04,12.28,1.26,7.01,0.31,NA,NA,NA,0.33,NA,NA,NA,0.90,206.68,NA,NA,NA,NA,NA
2025-07-24 00:00:00,35.51,86.18,11.79,16.01,27.79,17.28,12.26,2.13,6.56,0.38,NA,NA,NA,0.38,NA,NA,NA,0.89,225.02,NA,NA,NA,NA,NA
2025-07-25 00:00:00,35.89,87.13,6.67,15.74,21.93,16.02,12.29,0.86,6.95,0.31,NA,NA,NA,0.28,NA,NA,NA,0.79,214.52,NA,NA,NA,NA,NA
2025-07-26 00:00:00,10.32,50.17,11.49,14.62,21.69,16.27,12.20,1.33,6.16,0.34,NA,NA,NA,0.28,NA,NA,NA,1.30,218.01,NA,NA,NA,NA,NA
2025-07-27 00:00:00,10.30,49.98,9.91,14.94,24.85,15.08,12.35,1.42,5.92,0.33,NA,NA,NA,0.34,NA,NA,NA,1.49,227.15,NA,NA,NA,NA,NA
2025-07-28 00:00:00,10.26,49.70,8.46,15.77,24.23,14.16,12.26,1.16,6.51,0.30,NA,NA,NA,0.30,NA,NA,NA,1.25,234.16,NA,NA,NA,NA,NA
2025-07-29 00:00:00,10.32,50.13,10.55,48.83,59.12,8.33,12.37,1.10,19.87,0.35,NA,NA,NA,0.29,NA,NA,NA,1.49,236.92,NA,NA,NA,NA,NA
2025-07-30 00:00:00,10.32,50.14,8.23,20.15,28.38,10.72,12.31,0.96,22.92,0.35,NA,NA,NA,0.27,NA,NA,NA,1.28,222.97,NA,NA,NA,NA,NA
2025-07-31 00:00:00,10.34,50.28,12.07,15.60,27.67,18.75,12.35,1.00,16.13,0.30,NA,NA,NA,0.34,NA,NA,NA,0.41,212.24,NA,NA,NA,NA,NA
2025-08-01 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-02 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03 00:00:00,10.29,49.96,11.85,13.17,25.01,13.69,12.28,1.90,34.07,0.33,NA,NA,NA,0.29,NA,NA,NA,0.65,174.74,NA,NA,NA,NA,NA
2025-08-04 00:00:00,10.30,49.98,5.83,13.79,19.62,12.68,12.29,1.34,31.50,0.28,NA,NA,NA,0.33,NA,NA,NA,0.58,165.90,NA,NA,NA,NA,NA
2025-08-05 00:00:00,10.32,50.17,6.11,14.67,20.79,12.48,12.18,0.68,63.03,0.30,NA,NA,NA,0.28,NA,NA,NA,0.52,186.84,NA,NA,NA,NA,NA
2025-08-06 00:00:00,10.31,50.07,8.74,13.93,19.99,11.92,12.26,1.03,50.56,0.29,NA,NA,NA,0.32,NA,NA,NA,0.54,178.13,NA,NA,NA,NA,NA
2025-08-07 00:00:00,10.34,50.32,7.41,15.02,22.43,14.49,12.26,1.85,7.40,0.39,NA,NA,NA,0.31,NA,NA,NA,0.46,181.58,NA,NA,NA,NA,NA
2025-08-08 00:00:00,10.33,50.24,9.04,15.52,24.55,13.50,12.34,1.88,5.83,0.42,NA,NA,NA,0.32,NA,NA,NA,0.52,167.60,NA,NA,NA,NA,NA
2025-08-09 00:00:00,22.28,67.04,10.21,15.43,25.64,14.24,12.23,2.26,6.74,0.34,NA,NA,NA,0.35,NA,NA,NA,0.53,207.02,NA,NA,NA,NA,NA
2025-08-10 00:00:00,21.26,51.60,8.66,14.06,22.72,13.63,12.27,0.70,8.70,0.36,NA,NA,NA,0.28,NA,NA,NA,0.73,217.61,NA,NA,NA,NA,NA
2025-08-11 00:00:00,17.13,41.37,9.97,13.31,23.21,17.09,12.29,1.29,4.56,0.37,NA,NA,NA,0.32,NA,NA,NA,0.94,222.63,NA,NA,NA,NA,NA
2025-08-12 00:00:00,26.51,64.34,8.55,13.09,21.53,17.81,12.26,1.12,4.78,0.38,NA,NA,NA,0.27,NA,NA,NA,0.85,230.89,NA,NA,NA,NA,NA
2025-08-13 00:00:00,12.44,53.68,14.36,14.56,25.30,18.38,12.32,0.73,48.55,0.36,NA,NA,NA,0.24,NA,NA,NA,0.80,226.36,NA,NA,NA,NA,NA
2025-08-14 00:00:00,10.34,50.26,8.42,13.36,21.78,16.22,12.22,0.46,48.74,0.36,NA,NA,NA,0.26,NA,NA,NA,0.53,201.21,NA,NA,NA,NA,NA
2025-08-15 00:00:00,10.29,49.90,5.42,14.37,15.08,14.20,12.32,0.72,38.43,0.31,NA,NA,NA,0.34,NA,NA,NA,0.90,220.14,NA,NA,NA,NA,NA
2025-08-16 00:00:00,10.28,49.88,8.40,13.78,22.18,13.64,12.28,0.70,42.18,0.35,NA,NA,NA,0.30,NA,NA,NA,0.83,211.10,NA,NA,NA,NA,NA
2025-08-17 00:00:00,10.33,50.00,9.58,14.03,22.43,16.75,12.19,1.06,22.20,0.32,NA,NA,NA,0.33,NA,NA,NA,0.59,216.26,NA,NA,NA,NA,NA
2025-08-18 00:00:00,10.35,50.38,NA,NA,NA,NA,12.30,0.73,7.78,0.30,NA,NA,NA,0.31,NA,NA,NA,0.97,219.72,NA,NA,NA,NA,NA
2025-08-19 00:00:00,10.26,49.75,5.02,18.65,20.12,11.17,12.34,0.35,6.80,0.51,NA,NA,NA,0.43,NA,NA,NA,1.23,219.94,NA,NA,NA,NA,NA
2025-08-20 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-21 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-22 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-23 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-24 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-25 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-26 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-27 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-28 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-29 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-30 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-31 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-09-01 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-09-02 00:00:00,29.25,73.66,7.18,15.75,22.93,NA,12.24,1.08,11.60,0.27,0.68,NA,NA,0.07,NA,NA,NA,0.60,205.39,NA,NA,39.81,750.83,-0.49
2025-09-03 00:00:00,22.46,54.52,4.98,15.19,5.74,NA,12.19,1.36,10.12,0.34,NA,NA,NA,NA,NA,NA,NA,0.76,220.99,NA,NA,34.78,751.77,-0.49
2025-09-04 00:00:00,NA,NA,11.49,15.84,27.33,NA,12.36,1.20,5.96,0.37,NA,NA,NA,NA,NA,NA,NA,0.72,202.64,NA,NA,38.17,752.40,-0.49
2025-09-05 00:00:00,NA,NA,10.63,13.81,24.45,NA,12.23,1.94,6.34,0.39,NA,NA,NA,NA,NA,NA,NA,0.55,208.76,NA,NA,43.24,753.52,-0.49
2025-09-06 00:00:00,NA,NA,4.71,14.34,19.04,NA,12.29,1.31,10.81,0.39,NA,NA,NA,NA,NA,NA,NA,0.41,181.09,NA,NA,43.80,756.01,-0.49
2025-09-07 00:00:00,NA,NA,12.24,16.19,28.44,NA,12.35,0.99,12.04,0.35,NA,NA,NA,NA,NA,NA,NA,0.46,202.34,NA,NA,41.75,756.35,-0.49
2025-09-08 00:00:00,10.29,49.89,13.92,17.04,30.95,NA,12.20,3.16,16.77,0.40,NA,NA,NA,NA,NA,NA,NA,0.49,182.95,NA,NA,29.20,756.43,-0.49
2025-09-09 00:00:00,10.31,50.10,7.64,14.69,16.81,NA,12.23,2.83,24.45,0.39,NA,NA,NA,NA,NA,NA,NA,0.39,173.36,NA,NA,31.09,760.30,-0.49
2025-09-10 00:00:00,12.70,51.61,5.78,13.79,19.57,NA,12.31,1.83,8.08,0.44,NA,NA,NA,NA,NA,NA,NA,0.63,203.92,NA,NA,24.93,764.90,-0.49
2025-09-11 00:00:00,10.31,50.05,7.16,38.00,45.15,NA,12.26,0.66,7.95,0.36,NA,NA,NA,NA,NA,NA,NA,0.70,242.65,NA,NA,35.77,754.20,-0.49
2025-09-12 00:00:00,10.32,50.12,6.41,23.94,28.71,NA,12.28,1.43,7.60,0.41,NA,NA,NA,NA,NA,NA,NA,0.52,185.41,NA,NA,30.95,753.22,-0.49
2025-09-13 00:00:00,10.31,50.08,3.84,19.46,23.29,NA,12.26,1.03,6.95,0.39,NA,NA,NA,NA,NA,NA,NA,0.30,194.85,NA,NA,12.31,765.32,-0.49
2025-09-14 00:00:00,10.34,50.30,2.54,17.86,19.81,NA,12.31,1.19,10.13,0.36,NA,NA,NA,NA,NA,NA,NA,0.34,157.71,NA,NA,31.96,763.21,-0.49
2025-09-15 00:00:00,10.32,50.14,5.32,16.78,22.11,NA,12.30,1.30,28.47,0.34,NA,NA,NA,NA,NA,NA,NA,0.44,181.10,NA,NA,31.68,757.81,-0.49
2025-09-16 00:00:00,10.30,49.98,4.68,17.96,22.64,NA,12.24,1.84,34.04,0.46,NA,NA,NA,NA,NA,NA,NA,0.45,201.70,NA,NA,30.99,757.72,-0.49
2025-09-17 00:00:00,10.29,49.90,4.54,17.36,21.90,NA,12.26,1.93,30.18,0.42,NA,NA,NA,NA,NA,NA,NA,0.52,196.40,NA,NA,33.08,757.96,-0.49
2025-09-18 00:00:00,10.27,49.81,6.79,17.39,24.18,NA,12.31,1.30,17.59,0.48,NA,NA,NA,NA,NA,NA,NA,0.62,213.08,NA,NA,29.68,757.89,-0.49
2025-09-19 00:00:00,10.33,50.24,8.28,17.09,24.80,NA,12.23,1.33,15.58,0.38,NA,NA,NA,NA,NA,NA,NA,0.75,226.50,NA,NA,22.82,759.84,-0.49
2025-09-20 00:00:00,10.30,50.00,11.72,18.23,28.96,NA,12.29,1.61,16.42,0.35,NA,NA,NA,NA,NA,NA,NA,0.44,228.23,NA,NA,24.26,759.30,-0.49
2025-09-21 00:00:00,10.32,50.13,NA,NA,NA,NA,12.27,0.69,18.46,0.42,NA,NA,NA,NA,NA,NA,NA,0.52,215.73,NA,NA,22.67,751.69,-0.49
2025-09-22 00:00:00,10.36,50.46,9.99,20.03,30.00,30.60,12.25,1.63,6.98,0.36,NA,NA,NA,0.57,NA,NA,NA,0.76,206.30,NA,NA,42.83,752.39,-0.49
2025-09-23 00:00:00,10.33,50.20,10.00,20.00,29.98,27.30,12.25,2.10,8.16,0.33,NA,NA,NA,0.26,NA,NA,NA,0.70,233.07,NA,NA,NA,752.07,-0.49
2025-09-24 00:00:00,10.26,49.75,9.99,20.02,29.99,27.30,12.27,1.36,18.97,0.41,NA,NA,NA,0.33,NA,NA,NA,0.90,234.07,NA,NA,NA,751.63,-0.48
2025-09-25 00:00:00,10.31,50.07,10.00,20.00,30.02,27.30,12.31,0.90,65.89,0.39,NA,NA,NA,0.35,NA,NA,NA,0.94,211.34,NA,NA,NA,752.18,-0.48
2025-09-26 00:00:00,10.28,49.83,9.99,20.00,30.00,27.29,12.25,1.62,92.70,0.44,NA,NA,NA,0.43,NA,NA,NA,1.03,222.54,NA,NA,NA,750.45,-0.48
2025-09-27 00:00:00,10.28,49.84,9.99,19.98,30.01,27.31,12.26,0.82,95.60,0.37,NA,NA,NA,0.41,NA,NA,NA,1.20,229.56,NA,NA,NA,750.49,-0.48
2025-09-28 00:00:00,10.31,50.10,10.01,20.00,30.01,27.30,12.21,1.00,75.92,0.39,NA,NA,NA,0.37,NA,NA,NA,0.73,206.15,NA,NA,NA,750.97,-0.49
2025-09-29 00:00:00,10.31,50.08,10.00,19.99,30.00,27.30,12.32,1.30,61.55,0.53,NA,NA,NA,0.37,NA,NA,NA,0.64,202.80,NA,NA,NA,750.95,-0.49
2025-09-30 00:00:00,10.26,49.67,9.98,20.01,30.00,27.30,12.29,1.84,24.82,0.33,NA,NA,NA,0.33,NA,NA,NA,0.62,229.79,NA,NA,NA,750.95,-0.49
2025-10-01 00:00:00,10.27,49.78,9.99,19.98,29.99,27.32,12.31,1.34,5.17,0.35,NA,NA,NA,0.29,NA,NA,NA,0.55,208.08,NA,NA,NA,751.17,-0.49
2025-10-02 00:00:00,10.27,49.77,9.98,20.02,30.01,27.30,12.17,1.73,5.09,0.33,NA,NA,NA,0.29,NA,NA,NA,0.53,204.56,NA,NA,NA,752.73,-0.49
2025-10-03 00:00:00,27.60,69.14,9.22,14.71,23.94,12.98,12.23,2.06,12.83,0.38,NA,NA,NA,0.35,NA,NA,NA,0.24,169.82,NA,NA,NA,754.02,-0.49
2025-10-04 00:00:00,17.31,42.03,6.45,13.35,19.80,11.77,12.30,0.71,23.29,0.36,NA,NA,NA,0.31,NA,NA,NA,0.67,224.47,NA,NA,NA,754.66,-0.49
2025-10-05 00:00:00,23.04,55.92,6.76,14.50,21.26,10.84,12.19,1.15,15.05,0.33,NA,NA,NA,0.34,NA,NA,NA,0.49,202.31,NA,NA,NA,754.24,-0.49
2025-10-06 00:00:00,26.07,63.26,13.64,14.48,27.35,13.17,12.35,0.63,12.96,0.40,NA,NA,NA,0.33,NA,NA,NA,0.46,193.82,NA,NA,NA,754.36,-0.49
2025-10-07 00:00:00,30.23,73.37,4.24,12.83,11.53,13.65,12.26,2.44,30.56,0.43,NA,NA,NA,0.28,NA,NA,NA,0.28,190.28,NA,NA,NA,754.65,-0.49
2025-10-08 00:00:00,30.38,73.83,10.58,10.90,21.47,11.72,12.28,1.82,15.98,0.30,NA,NA,NA,0.25,NA,NA,NA,0.28,189.61,NA,NA,NA,754.98,-0.49
2025-10-09 00:00:00,31.91,77.46,7.81,11.73,19.53,11.15,12.30,1.58,16.74,0.29,NA,NA,NA,0.31,NA,NA,NA,0.29,173.37,NA,NA,NA,754.92,-0.49
2025-10-10 00:00:00,26.73,64.88,11.38,14.96,26.34,14.37,12.30,1.50,25.68,0.36,NA,NA,NA,0.33,NA,NA,NA,0.40,147.90,NA,NA,NA,754.38,-0.49
2025-10-11 00:00:00,NA,NA,7.46,13.40,20.82,12.13,12.29,0.83,10.83,0.48,NA,NA,NA,0.33,NA,NA,NA,0.48,154.33,NA,NA,NA,754.29,-0.49
2025-10-12 00:00:00,NA,NA,12.73,14.49,27.22,13.91,12.33,1.58,5.66,0.40,NA,NA,NA,0.35,NA,NA,NA,0.29,141.41,NA,NA,NA,754.91,-0.49
2025-10-13 00:00:00,10.36,50.43,6.03,13.08,19.10,10.78,12.25,0.94,9.24,0.44,NA,NA,NA,0.31,NA,NA,NA,0.54,155.42,NA,NA,NA,758.88,-0.49
2025-10-14 00:00:00,18.41,56.42,6.49,12.87,19.25,9.90,12.24,1.03,5.05,0.46,NA,NA,NA,0.31,NA,NA,NA,0.46,146.40,NA,NA,NA,758.70,-0.49
2025-10-15 00:00:00,31.21,75.83,15.23,11.43,26.62,10.65,12.27,1.45,5.12,0.44,NA,NA,NA,0.33,NA,NA,NA,0.50,177.36,NA,NA,NA,754.55,-0.49
2025-10-16 00:00:00,37.43,90.86,11.32,9.76,14.87,10.77,12.25,2.00,14.72,0.35,NA,NA,NA,0.32,NA,NA,NA,0.51,153.83,NA,NA,NA,755.90,-0.49
2025-10-17 00:00:00,27.07,65.72,9.27,10.81,18.60,9.89,12.30,2.16,13.39,0.34,NA,NA,NA,0.34,NA,NA,NA,0.43,170.60,NA,NA,NA,756.12,-0.49
2025-10-18 00:00:00,42.02,101.96,16.99,10.50,27.49,11.61,12.20,2.24,41.07,0.43,NA,NA,NA,0.33,NA,NA,NA,0.20,210.86,NA,NA,NA,755.98,-0.49
2025-10-19 00:00:00,62.90,143.27,7.22,9.30,12.45,14.29,12.44,1.54,29.16,0.38,NA,NA,NA,0.34,NA,NA,NA,0.28,152.90,NA,NA,NA,755.79,-0.49
2025-10-20 00:00:00,44.03,78.55,12.97,11.47,23.94,12.96,14.36,1.01,12.01,0.38,NA,NA,NA,0.30,NA,NA,NA,0.50,192.63,NA,NA,NA,755.85,-0.49
2025-10-21 00:00:00,74.76,99.55,6.73,15.87,18.49,13.47,13.55,0.75,2.93,0.43,NA,NA,NA,0.33,NA,NA,NA,0.19,288.47,NA,NA,NA,755.85,-0.49
2025-10-22 00:00:00,39.90,58.51,6.16,14.51,14.41,12.21,12.29,0.64,2.86,0.51,NA,NA,NA,0.40,NA,NA,NA,0.27,112.54,NA,NA,NA,755.85,-0.49
2025-10-23 00:00:00,33.30,48.83,7.71,15.85,15.09,13.80,12.25,0.61,4.73,0.44,NA,NA,NA,0.34,NA,NA,NA,0.14,161.68,NA,NA,NA,757.86,-0.49
2025-10-24 00:00:00,17.05,49.98,10.14,16.40,22.84,12.36,12.31,0.59,3.54,0.41,NA,NA,NA,0.39,NA,NA,NA,0.16,191.92,NA,NA,NA,759.26,-0.49
2025-10-25 00:00:00,17.09,50.18,6.16,16.99,13.53,14.99,12.29,0.67,4.02,0.41,NA,NA,NA,0.40,NA,NA,NA,0.15,228.91,NA,NA,NA,758.28,-0.49
2025-10-26 00:00:00,17.09,50.18,2.41,16.25,9.15,14.37,12.31,0.50,4.34,0.43,NA,NA,NA,0.34,NA,NA,NA,0.35,201.24,NA,NA,NA,758.63,-0.49
2025-10-27 00:00:00,17.10,50.21,1.28,16.50,15.33,12.51,12.33,0.72,5.71,0.40,NA,NA,NA,0.39,NA,NA,99.56,0.18,263.51,NA,NA,NA,758.40,-0.49
2025-10-28 00:00:00,27.57,59.92,4.49,17.86,21.25,12.31,12.27,0.55,5.08,0.41,NA,NA,NA,0.36,NA,NA,99.56,0.41,228.26,NA,NA,NA,756.83,-0.49
2025-10-29 00:00:00,58.27,85.44,9.46,17.91,21.98,14.58,12.27,0.52,2.64,0.38,NA,NA,NA,0.27,NA,NA,87.72,0.31,186.39,NA,NA,NA,756.57,-0.49
2025-10-30 00:00:00,65.39,95.89,4.26,17.91,19.94,14.91,12.23,0.67,2.63,0.40,NA,NA,NA,0.33,NA,NA,85.74,0.23,178.33,NA,NA,NA,758.18,-0.49
2025-10-31 00:00:00,91.67,134.42,5.10,18.77,7.52,17.07,12.34,0.48,2.66,0.28,NA,NA,NA,0.28,NA,NA,84.70,0.23,205.85,NA,NA,NA,761.72,-0.49
2025-11-01 00:00:00,NA,NA,3.23,18.90,20.94,16.37,12.39,0.41,2.54,0.34,NA,NA,NA,0.41,NA,NA,93.82,0.18,176.77,NA,NA,NA,761.79,-0.49
2025-11-02 00:00:00,NA,NA,5.84,20.04,20.85,17.02,12.21,0.43,2.57,0.31,NA,NA,NA,0.31,NA,NA,84.42,0.41,186.04,NA,NA,NA,759.72,-0.49
2025-11-03 00:00:00,NA,NA,10.69,21.98,24.77,15.62,12.40,0.43,2.64,0.30,NA,NA,NA,0.29,NA,NA,91.03,0.28,225.22,NA,NA,NA,759.70,-0.49
2025-11-04 00:00:00,NA,NA,5.50,20.94,13.84,15.06,12.29,0.49,5.22,0.33,NA,NA,NA,0.31,NA,NA,94.97,0.19,223.23,NA,NA,NA,759.29,-0.49
2025-11-05 00:00:00,NA,NA,21.04,22.22,23.08,16.54,12.33,0.66,4.18,0.32,NA,NA,NA,0.29,NA,NA,94.96,0.16,184.78,NA,NA,NA,759.93,-0.49
2025-11-06 00:00:00,NA,NA,5.38,24.73,23.28,12.85,12.29,0.62,5.40,0.35,NA,NA,NA,0.37,NA,NA,98.70,0.31,211.57,NA,NA,NA,762.35,-0.49
2025-11-07 00:00:00,NA,NA,9.85,23.64,30.75,13.14,12.28,1.31,8.63,0.36,NA,NA,NA,0.29,NA,NA,96.02,0.24,158.89,NA,NA,NA,762.05,-0.49
2025-11-08 00:00:00,NA,NA,5.53,23.48,8.13,14.18,12.34,0.87,7.83,0.48,NA,NA,NA,0.29,NA,NA,82.28,0.63,192.99,NA,NA,NA,762.12,-0.49
2025-11-09 00:00:00,NA,NA,4.08,22.43,13.73,14.60,12.33,0.74,7.03,0.53,NA,NA,NA,0.27,NA,NA,84.81,0.60,195.26,NA,NA,NA,761.83,-0.49
2025-11-10 00:00:00,127.67,187.06,3.85,50.46,50.19,11.76,12.24,0.57,9.30,0.45,NA,NA,NA,0.29,NA,NA,85.20,0.76,166.64,NA,NA,NA,762.70,-0.48
2025-11-11 00:00:00,122.82,180.06,7.31,56.01,63.34,6.30,12.29,0.47,12.10,0.43,NA,NA,NA,0.30,NA,NA,95.66,0.69,122.70,NA,NA,NA,764.78,-0.49
2025-11-12 00:00:00,106.43,156.05,5.53,26.11,24.35,10.45,12.27,0.44,10.80,0.49,NA,NA,NA,0.39,NA,NA,84.96,0.78,56.78,NA,NA,NA,765.74,-0.48
2025-11-13 00:00:00,101.27,148.48,8.98,24.36,26.11,12.44,12.33,0.45,9.87,0.42,NA,NA,NA,0.33,NA,NA,94.01,0.48,105.72,NA,NA,NA,763.77,-0.49
2025-11-14 00:00:00,102.10,149.71,5.95,24.43,30.38,8.79,12.30,0.29,12.63,0.40,NA,NA,NA,0.30,NA,NA,63.75,1.07,80.38,NA,NA,NA,758.73,-0.48
2025-11-15 00:00:00,117.76,172.66,2.43,24.13,21.76,9.58,12.27,0.52,14.39,0.42,NA,NA,NA,0.28,NA,NA,84.17,0.89,169.31,NA,NA,NA,765.60,-0.48
2025-11-16 00:00:00,110.12,161.48,2.35,20.42,20.29,8.78,12.29,0.43,13.69,0.44,NA,NA,NA,0.33,NA,NA,93.19,1.18,184.10,NA,NA,NA,762.45,-0.48
2025-11-17 00:00:00,103.77,152.16,1.08,21.95,11.79,9.34,12.24,0.54,12.48,0.42,NA,NA,NA,0.29,NA,NA,99.39,0.67,235.42,NA,NA,NA,762.12,-0.49
2025-11-18 00:00:00,69.88,102.46,3.47,21.75,20.86,10.65,12.30,0.55,13.79,0.42,NA,NA,NA,0.29,NA,NA,99.52,0.45,232.13,NA,NA,NA,761.58,-0.49
